MC Ren,mayday,compton,rocc,villain,coastin,hub,cpt,niggas,mothafuckaz,scientist,ause,nigga,shit,fuck,renll,concepts,rens,believed,hutch,frontline,villian,mothafuckin,ideas,millimeter,ruthless,shack,motherfuckas,thethethe,funky,axin,motherfuckin,mjg,hound,handkerchief,fuckin,bitch,frontier,motherfuckers,carryin,aside,resource,zippin,duce,439,jubee,deceivers,fools,bitches,az,187
Mike G,blacc,friday,werewolf,astute,pundit,callus,lavish,nicole,mist,erase,compassionate,christine,narrative,hyenas,rogue,appear,tryna,analyst,reverend,entity,cycle,chaa,marksmanship,reattach,fonzy,contingency,salems,yesssss,750,bumblebees,mish,alife,firestarter,unsuspecting,tendancies,mike,montana,emma,partridges,consistency,olympian,hodgys,hosts,irresponsible,mapquest,relentlessly,charades,creampie,cosbys,jager
N.W.A.,dopeman,compton,comptons,fk,wayback,nigger,mothafuckin,tha,motherfking,mothafuckaz,dopemans,expressin,strawberry,police,coz,muthafuking,wren,dayz,fuck,motherfker,rens,mothafkin,de,ei,ruthless,iz,niggaz,wacky,alpine,awwwwww,bitch,alwayz,nwas,shit,swallowed,express,motherfkers,dup,noice,thu,qualify,kilo,appetite,slicky,gta,freebase,ganked,dr,wuz,fking
Odd Future,wolf,swag,jasper,cv,casey,wang,veggies,2dopeboyz,lisa,bitch,wolves,fuck,golf,inhaler,syd,clancy,balm,loiter,horny,fuckin,greatly,lames,travis,nigga,fucking,gang,preme,shouts,shit,storage,malaya,ensurin,muskets,klumps,fatass,berman,jergins,sagan,lettermans,meadows,customized,whiff,turnt,masturbates,fillings,stapler,bladders,sucky,thrasher,bandwagon
Schoolboy Q,chug,di,tote,na,brews,uuh,yawk,textin,hippy,cra,beez,oxycontin,continues,zoning,bruh,cycle,sexting,snooping,hiiipower,oxy,ching,groovy,quincy,niggas,ster,nigga,swag,titties,already,awwwwww,flexin,weed,guessin,chop,getter,shit,bounce,yawns,toupe,intention,minors,da,yay,figueroa,dogged,collard,pills,promises,boosting,brah
Skee-Lo,taller,crenshaw,baller,cheeseburger,impala,stairs,pounder,skeeter,hamburger,slowin,oriental,milkshake,cares,sympathy,misery,rabbit,64,lorraine,diet,smaller,beneath,lo,blt,skittle,wish,bat,mamma,salad,caused,coleman,sunday,layer,hooray,figaro,105,mookie,hatchback,110,waitin,waffles,reunited,shaw,bleachers,scat,persist,baye,yippee,mattlock,yai,sshh
Snoop Dogg,dogghouse,sensual,lbc,snoopy,deee,doggz,eastside,woof,daz,eruption,drip,gurlz,seduction,yippie,suwoop,kurupt,doggs,goldie,weee,dpgc,doggfather,gangsta,cuh,fk,snoops,nigga,nate,crip,tray,mothafucker,eastsidaz,winning,bigg,motherfkin,tha,dancer,doggystyle,gz,niggas,na,shit,soopafly,pads,nephew,psst,bitch,crippin,ashtrays,homies,dippin
Souls of Mischief,tajai,opio,phesto,93,hiero,phuk,snupe,limitations,heiroglyphics,hoz,sup,domino,oakland,surpass,stoke,arousing,educate,meditate,dosia,voluptuous,clockwork,impacts,colorless,ingesting,willed,doozy,redirect,incinerated,pizzaz,reconsider,inter,postal,lindsey,greenbacks,youknowhatimsayin,breakneck,westbound,emulating,seducing,panache,axed,impending,descriptive,contention,op,resolution,mcs,skins,instantly,keen
Tha Dogg Pound,daz,kurupt,23s,wheelin,dpgc,tha,spokes,gangsta,gangstas,fk,doggs,nate,weighin,azz,gangstaz,dillinger,nigga,active,postin,dat,pum,poetical,cyco,bitch,gd,forgettin,niggas,motherfker,homeboys,cavi,concoct,pound,lawd,howl,iz,stoplight,slipin,coastin,pussy,homies,llac,endz,hos,jus,aiyya,shit,mash,yknahmsayin,fuck,soopafly
The Game,compton,buddens,unot,powerhouse,colors,yayo,justo,purp,westcoast,nigga,gga,1970,crips,bleek,impala,olivia,aftermath,niggas,fk,jayceon,california,nggas,phantom,documentary,westside,shit,crip,dodgers,piru,ckin,chronic,bandana,hydraulics,64,niggah,aa,violin,bomaye,suge,bloods,gona,fortress,cpt,krazy,lambo,fillmoe,mayne,gangsta,shyne,underdogs
The Pharcyde,jiggaboo,downlow,fatlip,bootie,downstroke,farmer,yer,oui,onnn,somethins,manhood,underoos,reaped,tre,indoe,zag,moo,cmere,refrain,phar,seagull,cavin,towering,ahs,whisky,zig,otha,wantcha,flave,crawls,induce,grille,sustained,misery,ego,network,effected,clarify,everythings,backhand,silhouettes,jiggaboos,hoooooo,goyo,redesign,ragamuffin,merging,sicken,onnnnnnnn,selecting
Tone Loc,uknowmsayin,medina,westside,whaaa,sher,iff,behavior,medinas,sheena,funky,deputy,locs,swam,gangbangin,freaky,copasetic,yeeeaah,oes,cantina,buis,iiiiii,surveyor,humpy,ahhha,1966,kennys,schwin,locoi,fanz,hm,noooooooo,aves,dayum,spuds,engagin,ager,devastated,insanes,vaya,bikini,breaststroke,stacys,tacchini,hooter,20000,trimmin,hypeness,diaphragm,mckenzie,starched
Too Short,oakland,dit,oaktown,beyotch,dum,cootie,bitch,ditty,caint,pimpin,beotch,invasion,ant,hoes,bitches,player,sir,funk,hoe,short,players,beitch,notches,pimp,tales,ried,mackin,dawg,fuck,paints,fk,macking,shit,california,tramp,dangerous,goldy,sucked,tender,pimps,foothill,incorporated,oak,muthafukin,yaht,nuthin,mack,vogues,dick,choosin
"Tyler, the Creator",wang,slater,golf,wolf,bimmer,loiter,48,haley,jasper,fucking,fuck,gnaw,salem,swag,cowboy,preme,clancy,awkwardly,lurking,tamale,emo,raquel,faggot,smacking,sams,2dopeboyz,bitch,unicorn,goblin,bubbled,axes,fuckin,hipster,kidnapping,yonkers,therapist,shit,slurpees,attacking,danielle,happiest,wolves,french,nigga,bruh,mindset,turds,tron,fag,sandwitches
Warren G,lbc,locc,nate,twinz,213,funk,ooooooo,hershey,youngstaz,wats,virgo,sagittarius,homeys,forgettin,eezy,loccs,regulate,gd,airborne,annie,pisces,tah,aquarius,aries,tighter,gz,violation,shack,whatchou,libra,virgin,kurupt,doggs,beach,lump,punkin,beeyatch,homey,scorpio,brothas,lumps,baghdad,g,capricorn,badass,eastside,madonna,regulatin,thee,gemini
